2026-01-29 10:53:54 INFO  Utils:112 - [TestNG] Running:
2026-01-29 10:55:59 ERROR TC007_CalculatorValidationTest:122 - setDataAndCalculate - FAILED: java.lang.AssertionError: The following asserts failed:
	Invalid inputs navigated to the result page
2026-01-29 10:55:59 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:55:59 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 50
2026-01-29 10:55:59 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 70
2026-01-29 10:55:59 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 140/70
2026-01-29 10:56:00 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:00 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:03 ERROR TC007_CalculatorValidationTest:203 - No alert appeared within timeout
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:223 - No alert appeared. Verifying navigation result.
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:226 - Current URL: https://hackvyatharth.github.io/Vitalguard_Team_Vanguardians/result.html
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:229 - Expecting navigation to result page for valid inputs
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:232 - Navigation to result page succeeded for valid inputs
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:234 - Navigating back to the previous page
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 50
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 0
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 145/70
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:03 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:06 ERROR TC007_CalculatorValidationTest:203 - No alert appeared within timeout
2026-01-29 10:56:06 INFO  TC007_CalculatorValidationTest:223 - No alert appeared. Verifying navigation result.
2026-01-29 10:56:06 INFO  TC007_CalculatorValidationTest:226 - Current URL: https://hackvyatharth.github.io/Vitalguard_Team_Vanguardians/result.html
2026-01-29 10:56:06 INFO  TC007_CalculatorValidationTest:241 - Expecting no navigation to result page for invalid inputs
2026-01-29 10:56:06 ERROR TC007_CalculatorValidationTest:244 - Unexpected navigation to result page for invalid inputs
2026-01-29 10:56:06 INFO  TC007_CalculatorValidationTest:246 - Navigating back to the previous page
2026-01-29 10:56:07 ERROR TC007_CalculatorValidationTest:122 - setDataAndCalculate - FAILED: java.lang.AssertionError: The following asserts failed:
	Invalid inputs navigated to the result page
2026-01-29 10:56:07 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:07 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 50
2026-01-29 10:56:07 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 9000
2026-01-29 10:56:07 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 140/60
2026-01-29 10:56:07 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:07 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:10 ERROR TC007_CalculatorValidationTest:203 - No alert appeared within timeout
2026-01-29 10:56:10 INFO  TC007_CalculatorValidationTest:223 - No alert appeared. Verifying navigation result.
2026-01-29 10:56:10 INFO  TC007_CalculatorValidationTest:226 - Current URL: https://hackvyatharth.github.io/Vitalguard_Team_Vanguardians/result.html
2026-01-29 10:56:10 INFO  TC007_CalculatorValidationTest:241 - Expecting no navigation to result page for invalid inputs
2026-01-29 10:56:10 ERROR TC007_CalculatorValidationTest:244 - Unexpected navigation to result page for invalid inputs
2026-01-29 10:56:10 INFO  TC007_CalculatorValidationTest:246 - Navigating back to the previous page
2026-01-29 10:56:11 ERROR TC007_CalculatorValidationTest:122 - setDataAndCalculate - FAILED: java.lang.AssertionError: The following asserts failed:
	Invalid inputs navigated to the result page
2026-01-29 10:56:11 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:11 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 30
2026-01-29 10:56:11 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 70
2026-01-29 10:56:11 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 140/70
2026-01-29 10:56:11 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:11 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:15 ERROR TC007_CalculatorValidationTest:203 - No alert appeared within timeout
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:223 - No alert appeared. Verifying navigation result.
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:226 - Current URL: https://hackvyatharth.github.io/Vitalguard_Team_Vanguardians/result.html
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:229 - Expecting navigation to result page for valid inputs
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:232 - Navigation to result page succeeded for valid inputs
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:234 - Navigating back to the previous page
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 29
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 70
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 120/Eighty
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:210 - Alert appeared. Accepting alert.
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:213 - Alert appeared for invalid inputs as expected
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 10
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 62
2026-01-29 10:56:15 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: One hundred and twenty /200
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:210 - Alert appeared. Accepting alert.
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:213 - Alert appeared for invalid inputs as expected
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 18
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 72
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 135.5/65
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:210 - Alert appeared. Accepting alert.
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:213 - Alert appeared for invalid inputs as expected
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 18
2026-01-29 10:56:16 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 72
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 155/62.7
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:210 - Alert appeared. Accepting alert.
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:213 - Alert appeared for invalid inputs as expected
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 19
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 82
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 0/0
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:17 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:20 ERROR TC007_CalculatorValidationTest:203 - No alert appeared within timeout
2026-01-29 10:56:20 INFO  TC007_CalculatorValidationTest:223 - No alert appeared. Verifying navigation result.
2026-01-29 10:56:20 INFO  TC007_CalculatorValidationTest:226 - Current URL: https://hackvyatharth.github.io/Vitalguard_Team_Vanguardians/result.html
2026-01-29 10:56:20 INFO  TC007_CalculatorValidationTest:241 - Expecting no navigation to result page for invalid inputs
2026-01-29 10:56:20 ERROR TC007_CalculatorValidationTest:244 - Unexpected navigation to result page for invalid inputs
2026-01-29 10:56:20 INFO  TC007_CalculatorValidationTest:246 - Navigating back to the previous page
2026-01-29 10:56:21 ERROR TC007_CalculatorValidationTest:122 - setDataAndCalculate - FAILED: java.lang.AssertionError: The following asserts failed:
	Invalid inputs navigated to the result page
2026-01-29 10:56:21 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:21 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 25
2026-01-29 10:56:21 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 72
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 125-82
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:210 - Alert appeared. Accepting alert.
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:213 - Alert appeared for invalid inputs as expected
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 27
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 67
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: /85
2026-01-29 10:56:22 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:210 - Alert appeared. Accepting alert.
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:213 - Alert appeared for invalid inputs as expected
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 27
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 67
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 125/
2026-01-29 10:56:23 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:210 - Alert appeared. Accepting alert.
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:213 - Alert appeared for invalid inputs as expected
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 37
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 77
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 125/82
2026-01-29 10:56:24 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:25 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:28 ERROR TC007_CalculatorValidationTest:203 - No alert appeared within timeout
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:223 - No alert appeared. Verifying navigation result.
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:226 - Current URL: https://hackvyatharth.github.io/Vitalguard_Team_Vanguardians/result.html
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:229 - Expecting navigation to result page for valid inputs
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:232 - Navigation to result page succeeded for valid inputs
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:234 - Navigating back to the previous page
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:173 - TC007_CalculatorValidationTest - Starting test: setDataAndCalculate
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:177 - Entering Age: 37
2026-01-29 10:56:28 INFO  TC007_CalculatorValidationTest:180 - Entering Pulse Rate: 77
2026-01-29 10:56:29 INFO  TC007_CalculatorValidationTest:183 - Entering Blood Pressure: 136
2026-01-29 10:56:29 INFO  TC007_CalculatorValidationTest:193 - Clicking Calculate button
2026-01-29 10:56:29 INFO  TC007_CalculatorValidationTest:199 - Waiting for alert presence (3 seconds)
2026-01-29 10:56:29 INFO  TC007_CalculatorValidationTest:210 - Alert appeared. Accepting alert.
2026-01-29 10:56:29 INFO  TC007_CalculatorValidationTest:213 - Alert appeared for invalid inputs as expected
2026-01-29 10:56:29 INFO  TC007_CalculatorValidationTest:119 - setDataAndCalculate - PASSED
2026-01-29 10:56:33 INFO  TC007_CalculatorValidationTest:106 - Driver quit successfully
2026-01-29 10:56:37 INFO  TC008_ResultPageValidationTest:40 - TC008_ResultPageValidationTest- Starting test: URLAndTitle_Matched
2026-01-29 10:56:37 INFO  TC008_ResultPageValidationTest:119 - URLAndTitle_Matched - PASSED
2026-01-29 10:56:37 INFO  TC008_ResultPageValidationTest:54 - TC008_ResultPageValidationTest- Starting test: isCalculatorFormPresent
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:119 - isCalculatorFormPresent - PASSED
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:67 - TC008_ResultPageValidationTest - Starting test: puttingCalculatorFieldsAndNavigatingToResultPage
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:119 - puttingCalculatorFieldsAndNavigatingToResultPage - PASSED
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:99 - TC008_ResultPageValidationTest - Starting test: resultPageUICheck
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:119 - resultPageUICheck - PASSED
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:114 - TC008_ResultPageValidationTest - Starting test: isScrollable
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:119 - isScrollable - PASSED
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:133 - TC008_ResultPageValidationTest - Starting test: isResizable
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:119 - isResizable - PASSED
2026-01-29 10:56:38 INFO  TC008_ResultPageValidationTest:150 - TC008_ResultPageValidationTest- Starting test: goToHomeViaLogoText
2026-01-29 10:56:39 INFO  TC008_ResultPageValidationTest:119 - goToHomeViaLogoText - PASSED
2026-01-29 10:56:41 INFO  TC008_ResultPageValidationTest:106 - Driver quit successfully
